mp3,title,artist,slength,image
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/758/on-and-on-1727308858-tLh4ktBdt5.mp3,On and On,Sayfro & BAYZY,2:03,https://i1.sndcdn.com/artworks-H4et6v2nMYaC4MXj-kkuTaA-t500x500.jpg
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/666/vibe-1713830458-cw0Xa0Hago.mp3,Vibe,Spicyverse,2:59,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZo5OgAEpO8K5lqdFkmN_ALEiUr_g1xBv0NQ&s
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/785/magnetic-1728385253-LamC7QyVlv.mp3,Magnetic,springs!,2:03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8HZwwCFhinIhU80g5ECz-Vhyi01DvKJz3xw&s
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/727/overdose-feat-david-allen-tatsunoshin-remix-1721952059-BM6edZwvyt.mp3,Overdose (feat. David Allen) (Tatsunoshin Remix),Tatsunoshin & David Allen & Andrew A & KDH,2:50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-kgKHQimZrA3idXU3ZCIJwf5cIGBn-K0HrA&s
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/720/jealous-1721088056-1L8ma7xHTU.mp3,jealous,The Trinity,2:30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRu1HjUoenvEl3Xme82EbAHztcwk337MDwTg&s
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/736/faster-1723161657-IGbXrc4RXA.mp3,Faster,Tobu,3:13,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/736/1000x0/faster-1723161655-zwzjLFKZKK.jpg
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/624/bussin-1706749253-28jdJXoodH.mp3,BUSSIN,TWISTED,1:26,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/624/1000x0/bussin-1706749252-9cxH9hHRxn.jpg
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/732/time-is-eating-1722470458-xkh4Zv9NC2.mp3,Time Is Eating,Unlike Pluto,3:04,https://i1.sndcdn.com/artworks-RNxzl5UzjLOsJdz9-gIKoFg-t1080x1080.jpg
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/722/rally-up-1721347256-42ulyBL9wj.mp3,Rally Up!,XI$OW & Grioten,1:33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3FHQDwLweQqJiRb2iFS_mdSb1QX8cFLS1Sw&s
https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/707/warzone-feat-zaug-1719532857-B6YXdNmwDY.mp3,Warzone (feat. Zaug),Zaug & Clarx,2:42,https://ncsmusic.s3.eu-west-1.amazonaws.com/tracks/000/001/707/1000x0/warzone-feat-zaug-1719532856-grMfcFMGOf.jpg
